,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
1607,terbaru lion air akan membuka penerbangan dari semarang makassar dan super air jet terbang dari surabaya samarinda ,"Most recently, Lion Air will open flights from Semarang, Makassar and Super Air Jet will fly from Surabaya, Samarinda",baru lion air buka terbang semarang makassar super air jet terbang surabaya samarinda,0.32666666666666666,Positive,0.5994,Positive,0.178,0.0,0.822,0.5994
1608, lionairid min mau tanya jam operasional lionair samarinda jam berapa dan lokasinya dimana sepertinya jalan camar samarinda sudah pindah,"Lion Air, min, I want to ask what Lion Air Samarinda's operating hours are and where it is, it seems Jalan Camar Samarinda has moved",lionairid min jam operasional lionair samarinda jam lokasi mana jalan camar samarinda pindah,0.0,Neutral,0.0772,Positive,0.051,0.0,0.949,0.0772
1609, riyadiahmd lion air gitu sesuai jua terbangny bisa malam terbangny jdi mengcape nunggu kedelaiannya,Riyadiahmd Lion Air is also suitable for flying at night so you're tired of waiting for your flight,riyadiahmd lion air gitu sesuai jua terbangny malam terbangny jdi mengcape nunggu kedelai,0.07500000000000001,Positive,-0.4902,Negative,0.0,0.158,0.842,-0.4902
1610, parkplesir weareoneexo seru bgt tiap liat pramugari lion air eri ,ParkPlesir weareoneEXO It's so exciting every time I see Lion Air flight attendant Eri,parkplesir weareoneexo seru bgt liat pramugari lion air eri,0.25,Positive,0.6269,Positive,0.24,0.0,0.76,0.6269
1611, kucingbimbim moviemenfes abis nonton film ini kita hebohkan oleh jatuhnya lion air,Cat Bimbim Moviemenfes After watching this film we were shocked by the fall of Lion Air,kucingbimbim moviemenfes abis nonton film heboh jatuh lion air,-0.7,Negative,-0.3182,Negative,0.0,0.133,0.867,-0.3182
1612, moviemenfes yes aku nonton cuma pas case lion air doang sih tapi,"moviemenfes yes I only watch it when it comes to Lion Air, but",moviemenfes yes nonton pas case lion air doang,0.0,Neutral,0.2144,Positive,0.134,0.0,0.866,0.2144
1613, raditph iyaa parah masih ada lion air mon aku super air jet kmrn kamu jadinya gimana wkwkwk,radiation,raditph iyaa parah lion air mon super air jet kmrn gimana wkwkwk,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1614,udh sering denger padahal tapi tetep aja coba karena paling murah kena sendiri akhirnya sengaja ambil sedikit lebih tinggi harganya karena transitnya singkat tapi flight nya dimundurin jam dong haha bobrok akan mau lagi pake lion air lionairid,"I've heard it often, but I still tried it because it's the cheapest. Got it myself. In the end, I deliberately took a slightly higher price because the transit was short, but the flight was postponed by an HOUR, DONG HAHA BOBROK. Will want to use Lion Air LionAirID again?",udh denger tetep aja coba murah kena sengaja ambil harga transit singkat flight dimundurin jam haha bobrok pake lion air lionairid,0.15,Positive,0.6541,Positive,0.117,0.039,0.843,0.6541
1615,lion air brisik kompleks krton kok balok ged jre rolexmu gur nek pgs ,"lion air is noisy, the palace complex, how come the blocks get jre rolex gur nek pgs",lion air brisik kompleks krton balok ged jre rolexmu gur nek pgs,-0.3,Negative,-0.3818,Negative,0.0,0.194,0.806,-0.3818
1616,temen wartawan silakan dateng kantor pusat lion air harmoni deh ada chaos tuh mayan buat berita ,"Fellow journalists, please come to the Lion Air Harmoni head office. There's chaos, Mayan for the news",temen wartawan sila dateng kantor pusat lion air harmoni deh chaos mayan berita,0.0,Neutral,-0.34,Negative,0.11,0.176,0.714,-0.34
1617, nicha_pcyeol yaallah ini pramugari lion air nii hahahah,nicha_pcyeol oh my god this is Lion Air's flight attendant hahahah,nicha pcyeol yaallah pramugari lion air nii hahahah,0.2,Positive,0.2732,Positive,0.174,0.0,0.826,0.2732
1618,lion air pastikan ketersediaan tiket ,Lion Air Ensures Ticket Availability,lion air pasti sedia tiket,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1619,carter pesawat terbang china lion air boeing jakarta hainan flight report ,China Airplane Charter Lion Air Boeing Jakarta Hainan Flight Report,carter pesawat terbang china lion air boeing jakarta hainan flight report,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1620, lionairgroup selamat saya barusan mendapat konfirmasi perubahan dadakan jadwal penerbangan pada tanggal apr jkt trk dri perubahan sepihak dari maskapai penerbangan sya menjadi disconnect sya sdh menghubungi lion air melalui email call center tidak ada bisa hubungi,"lionairgroup Congratulations, I just received confirmation of a sudden change in flight schedule on April JKT TRK From a unilateral change from my airline to disconnect I have contacted lion air via email call center no one can contact",lionairgroup selamat barusan konfirmasi ubah dada jadwal terbang tanggal apr jkt trk dri ubah maskapai terbang sya disconnect sya hubung lion air email call center hubung,-0.19999999999999998,Negative,0.4019,Positive,0.09,0.051,0.858,0.4019
1621,lion air mentang mentang paling murah tapi pelayanannya banget pindah dari jam jadi padahal gue udh ambil slightly lebih mahal supaya sampe cepet tapi malah dimundurin lama bgt lawak menghindari jaminan delay dengan officially kasih pernyataan mundur smart,"Lion Air seems to be the cheapest, but the service is really moving around the clock, even though I took it a little more expensive so it arrived quickly, but instead it was delayed for a long time. What a joke. Avoiding delay guarantees by officially giving a delay statement. Smart",lion air mentang mentang murah layan banget pindah jam gue udh ambil slightly mahal sampe cepet dimundurin bgt lawak hindar jamin delay officially kasih nyata mundur smart,0.07287414965986394,Positive,-0.2263,Negative,0.146,0.175,0.679,-0.2263
1622, lionairid mohon info lion air orangtua saya terbang besok tgl april dari medan lombok transit jakarta tapi ternyata pesawar jakarta lombok majukan seenaknya sehingga orangtua tidak bisa transit bagaimana ini solusinya harga tiket murah loh ,"LionAirID Please provide info on Lion Air. My parents are flying tomorrow, April from Medan, Lombok, Jakarta transit, but it turns out that the Jakarta Lombok flight forwards arbitrarily so that my parents can't transit. How is this the solution? Cheap ticket prices, you know?",lionairid mohon info lion air orangtua terbang besok tgl april medan lombok transit jakarta sawar jakarta lombok maju orangtua transit solusi harga tiket murah,0.15000000000000002,Positive,0.6072,Positive,0.103,0.0,0.897,0.6072
1623, lionairid lion air saya dapat info penerbangan majukan dari jkt lop tgl april sedangkan terbang dari medan lombok transit jakarta tapi karena penerbangan lombok majukan saya tidak bisa terbang lombok besok bagaimana ini solusinya ,"LionAirID lion air I got information about forward flights from Jkt Lop on April. While flying from Medan, Lombok, Jakarta transit, but because of Lombok's forward flight, I can't fly to Lombok tomorrow. How is this the solution?",lionairid lion air info terbang maju jkt lop tgl april terbang medan lombok transit jakarta terbang lombok maju terbang lombok besok solusi,0.8,Positive,0.4497,Positive,0.074,0.0,0.926,0.4497
1624,downfall dokumenter tentang investigasi kasus airplane crash boeing yang terjadi indonesia lion air dan ethiopia yang terjadi menghilangkan lebih dari orang sini ngasih kesan kalau pihak boeing berusaha buat lepas ,"The downfall documentary about the investigation into the Boeing airplane crash cases that occurred in Indonesia, Lion Air and Ethiopia, which occurred, gave more people the impression that Boeing was trying to get away with it.",downfall dokumenter investigasi airplane crash boeing indonesia lion air ethiopia hilang orang ngasih kesan boeing usaha lepas,0.25,Positive,-0.1372,Negative,0.056,0.069,0.875,-0.1372
1625, ayoo nginap mudik tiket pesawat lion air klik ,"Come on, stay home and go home, Lion Air plane tickets CLICK",ayoo nginap mudik tiket pesawat lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1626,promo tiket pesawat diskon khusus maskapai lion group batik air wings air lion air super air jet klik whatsapp ,Special Discount Plane Ticket Promo for Lion Group Airlines Batik Air Wings Air Lion Air Super Air Jet Click Whatsapp,promo tiket pesawat diskon khusus maskapai lion group batik air wings air lion air super air jet klik whatsapp,0.34523809523809523,Positive,0.765,Positive,0.268,0.0,0.732,0.765
1627,informasi jadwal penerbangan tiket promo lion air ,Lion Air Promo Ticket Flight Schedule Information,informasi jadwal terbang tiket promo lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1628,masalah sama dgn lion air amp ethiopian mcas problem tapi ini model boeing bukan max ,"The problem is the same as Lion Air & Ethiopian MCAS problem but this is a Boeing model, not a Max",lion air ethiopian mcas problem model boeing max,0.0,Neutral,-0.4019,Negative,0.0,0.163,0.837,-0.4019
1629, amyorfans halo kak untuk saat ini penerbangan menggunakan maskapai lion air masih mendapatkan free bagasi orang dan untuk cabin kak ,"amyorfans hello sis, currently flights using Lion Air still get free baggage for people and cabins, sis",amyorfans halo kak terbang maskapai lion air free bagasi orang cabin kak,0.2,Positive,0.5106,Positive,0.171,0.0,0.829,0.5106
1630,syarat naik pesawat lion air batik air dan wings air per april ,Conditions for boarding Lion Air Batik Air and Wings Air as of April,syarat pesawat lion air batik air wings air april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1631,syarat naik pesawat lion air batik air dan wings air per april ,Conditions for boarding Lion Air Batik Air and Wings Air as of April,syarat pesawat lion air batik air wings air april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1632, worksfess iya kak btul itu email resmi hrd lion air semangat btw lagi cari loker boleh pantau akun kami siapa tau ada cocok ,"worksfess yes bro that's right, that's Lion Air's official HRD email, cheers up btw, I'm looking for a locker, you can monitor our account, who knows if there's a match",worksfess iya kak btul email resmi hrd lion air semangat btw cari loker pantau akun cocok,0.2857142857142857,Positive,0.7003,Positive,0.172,0.0,0.828,0.7003
1633,syarat naik pesawat lion air batik air dan wings air per april jualan pax teross,"Conditions for Boarding Lion Air Batik Air and Wings Air Airplanes As of April, Pax teross sales",syarat pesawat lion air batik air wings air april jual pax teross,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1634, undipmenfess app pesawatnya kayak airasia lionair batikair garuda dll,undipmenfess App planes like Airasia Lionair Batikair Garuda etc,undipmenfess app pesawat kayak airasia lionair batikair garuda dll,0.0,Neutral,0.3612,Positive,0.238,0.0,0.762,0.3612
1635, flavousme hai sobat tiket untuk maskapai lion air masih tersedia kok dipemesanan melalui aplikasi sobat boleh diinformasikan melalui untuk jadwal yang kamu pilih sobat agar bisa kami bantu lakukan pengecekan ditunggu konfirmasinya terima kasih ,"flavousme Hi, ticket friends. Lion Air airlines are still available, why do you order via the application, you can inform us about the schedule you choose, friend, so we can help you check. Wait for confirmation. Thank you.",flavousme hai sobat tiket maskapai lion air sedia mesan aplikasi sobat informasi jadwal pilih sobat bantu laku kece tunggu konfirmasi terima kasih,0.4,Positive,0.8948,Positive,0.257,0.0,0.743,0.8948
1636,asli ngeri bgt design failure bikin pesawat crash dan makan korban jiwa banyak pas tragedi lion air itu mana ada pasien jadi korban asli nyesek bgt dengernya ,"It's really scary, the design failure caused the plane to crash and killed a lot of people. In the Lion Air tragedy where there were patients who were victims, it was really sad to hear.",asli ngeri bgt design failure bikin pesawat crash makan korban jiwa pas tragedi lion air pasien korban asli nyesek bgt dengernya,-0.37916666666666665,Negative,-0.9753,Negative,0.0,0.462,0.538,-0.9753
1637, afraaii_ worksfess hallo kak aku mau tanya kakak pernah apply lion air grup nah itu nanti boleh pakai hijab kak ,"afraaii_ worksfess Hello sis, I want to ask, have you ever applied for the Lion Air group? Well then you can wear the hijab, sis",afraaii worksfess hallo kak kakak apply lion air grup pakai hijab kak,0.0,Neutral,0.34,Positive,0.129,0.0,0.871,0.34
1638,film dokementer kecelakaan boeing lion air cocokpedia ,Boeing Lion Air Crash Documentary Film SuitPedia,film dokementer celaka boeing lion air cocokpedia,0.0,Neutral,-0.4019,Negative,0.0,0.31,0.69,-0.4019
1639, nisshiwafers nangis lion air aja segini ,Nisshiwafers is crying Lion Air just like this,nisshiwafers nang lion air aja gin,-0.2,Negative,-0.1531,Negative,0.216,0.267,0.517,-0.1531
1640,syarat penerbangan rute domestik lion air batik air dan wings air per april tidak perlu antigen atau pcr jika sudah booster ,Requirements for domestic flights on Lion Air Batik Air and Wings Air routes as of April No need for antigen or PCR if you have a booster,syarat terbang rute domestik lion air batik air wings air april antigen pcr booster,0.0,Neutral,-0.296,Negative,0.0,0.078,0.922,-0.296
1641,syarat naik pesawat lion air batik air dan wings air per april ,Conditions for boarding Lion Air Batik Air and Wings Air as of April,syarat pesawat lion air batik air wings air april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1642,lion air akan membuka rute penerbangan baru dari makassar semarang penerbangan perdana rute ini rencananya akan dilakukan pada april mendatang ,Lion Air will open a new flight route from Makassar Semarang. The first flight on this route is planned to take place next April,lion air buka rute terbang makassar semarang terbang perdana rute rencana april,0.09659090909090909,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
1643,informasi terkini penerbangan persyaratan wajib penumpang pada perjalanan udara domestik lion air group nusakini ,Latest Flight Information MANDATORY Passenger Requirements on Lion Air Group Nusakini Domestic Air Travel,informasi kini terbang syarat wajib tumpang jalan udara domestik lion air group nusakini,0.25,Positive,0.2577,Positive,0.135,0.0,0.865,0.2577
1644,mulai april lion air buka rute baru makassar semarang ,"Starting April, Lion Air will open a new route to Makassar Semarang",april lion air buka rute makassar semarang,0.04545454545454545,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1645, worksfess bener nder soalnya lionair bukan gmail btw semangat yaa semoga lancar,"worksfess That's true, because Lion Air isn't Gmail. Btw, cheer up, hope it goes smoothly",worksfess bener nder lionair gmail btw semangat yaa moga lancar,0.375,Positive,0.4585,Positive,0.279,0.132,0.588,0.4585
1646, fluffyolanda worksfess bisa cek rutin official instagram nya kalau lion air grup lion wings batik superairjet bisa disini ,"fluffyolanda worksfess, you can regularly check the official Instagram, the Lion Air Group, Lion Wings Batik Superairjet can be found here",fluffyolanda worksfess cek rutin official instagram lion air grup lion wings batik superairjet,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
